1087	Carl Norac
1088	Carl R. Sams
1089	Carl Reiner and Jame
1090	Carl S. Anthony
1091	Carl Sagan
1092	Carl Weber
1093	Carl Weber
1094	Carl Weber
1095	Carl-Johan Forssén Ehrlin
1096	Carla Buckley
1097	Carla Neggers
1098	Carli Entin
1099	Carli Lloyd
1100	Carlo Rovelli
1101	Carlos Castillo
1102	Carlos Ruiz Zafon
1103	Carlos Ruiz Zafón
1104	Carly Fiorina
1105	Carly Phillips
1106	Carly Phillips
1107	Carly Phillips
1108	Carly Phillips
1109	Carly Simon
1110	Carmen Bin Ladin
1111	Carmen Carter
1112	Carmen R. Berry
1113	Carmen Renee Berry
1114	Carol Aebersold
1115	Carol Alt
1116	Carol Burnett
1117	Carol Dweck
1118	Carol Higgens Clark
1119	Carol Higgins Clark
1120	Carol J. Loomis
1121	Carol Marinelli
1122	Carol Masciola
1123	Carol O’Connell
1124	Carol Roth
1125	Carol Saline and Sha
1126	Carol Saline
1127	Carol Shields
1128	Carol Thompson
1129	Carol V. Aebersold
1130	Carol V. Aebersold
1131	Carol Vorderman
1132	Carole King
1133	Carole Matthews
1134	Carole Mortimer
1135	Carole Mortimer
1136	Carole Nelson Douglas
1137	Carole Radziwill
1138	Caroline Alexander
1139	Caroline Apovian
1140	Caroline Fardig
1141	Caroline Fyffe
1142	Caroline Kennedy
1143	Caroline Kennedy
1144	Caroline Kennedy
1145	Caroline Knapp
1146	Caroline Leavitt
1147	Caroline Linden
1148	Caroline Moorehead
1149	Caroline Myss
1150	Caroline Taggart
1151	Carolyn Brown
1152	Carolyn Croll
1153	Carolyn G. Hart
1154	Carolyn Hart
1155	Carolyn Hennesy
1156	Carolyn Jessop
1157	Carolyn Jessop
1158	Carolyn Keene
1159	Carolyn Kepcher with
1160	Carolyn Parkhurst
1161	Carolyn Wall
1162	Carre White
1163	Carrie Ann Ryan
1164	Carrie Brownstein
1165	Carrie Fisher
1166	Carrie Karasyov and
1167	Carrie Vaughn
1168	Carson McCullers
1169	Carter Wilson
1170	Cartwheel
1171	Cary Elwes
1172	Cary Neff
1173	Caryle Hirshberg
1174	Casey Hill
1175	Casey Kuhlman
1176	Casey Watson
1177	Cassandra Clare
1178	Cassandra Clare and Joshua Lewis
1179	Cassandra Clare and Maureen Johnson
1180	Cassandra Clare and Robin Wasserman
1181	Cassandra Clare and Sarah Rees Brennan
1182	Cassandra Clare
1183	Cassandra Clare
1184	Cassandra Clare
1185	Cassandra Clare
1186	Cassandra Clare. Sarah Rees Brennan
1187	Cassia Leo
1188	Cassia Leo and Kaia Stone
1189	Cassie Edwards
1190	Cassie Miles
1191	Casssandra King
1192	Cat Johnson
1193	Catherine Anderson
1194	Catherine Bruns
1195	Catherine Bybee
1196	Catherine Coulter
1197	Catherine Coulter
1198	Catherine Coulterm and J.T. Ellison
1199	Catherine Crier
1200	Catherine George
1201	Catherine Hapka
1202	Catherine Hardwicke
1203	Catherine Hart
1204	Catherine Mann
1205	Catherine Marshall
1206	Catherine McKenzie
1207	Catherine Millet
1208	Catherine Ryan Hyde
1209	Catherine Spencer
1210	Cathie Black
1211	Cathie Linz
1212	Cathleen Schine
1213	Cathy Claman
1214	Cathy East Dubowski
1215	Cathy East Dubowski
1216	Cathy Glass
1217	Cathy Hapka
1218	Cathy Holton
1219	Cathy L. Greenberg
1220	Cathy Marie Buchanan
1221	Cathy Maxwell
1222	Cathy Williams
1223	Cecelia Ahern
1224	Cecily Von Ziegesar
1225	Cecily von Ziegesar
1226	Celeste Bradley
1227	Celeste Hamilton
1228	Celeste Ng
1229	Celia Kyle
1230	Celia Kyle
1231	Cesar Millan
1232	Cesar Millan
1233	Chad Harbach
1234	Chade-Meng Tan
1235	Chalene Johnson
1236	Chanda Hahn
1237	Chantal Fernando
1238	Chantelle Shaw
1239	Charis Michaels
1240	Charity Pineiro
1241	Charity Pineiro
1242	Charla Krupp
1243	Charlaine Harris
1244	Charlaine Harris
1245	Charlene Li
1246	Charlene Sands
